content,score
Good ini bagus tapi ini Gimana ya ga bisa berkata kata soal'a nya udah bagus banget aja🤐🤡,5
Berkat aplikasi gemini gw bisa curhat mendalam,5
sangat bagus saya suka,5
sangat membantu sekali,5
sangat cocok digunakan untuk rekan-rekan yang membutuhkan,5
Nge bug ga bisa bahasa Indonesia asa bajing,1
sangat membantu dan mudah di gunakan 💯,5
Bagus sekali aplikasinya,5
baru aja di instal udah minta di update gimana sih ini baru aja mau pake,3
ini sangat berguna,5
semoga aku bisa menggunakan app ini,5
"bagus,bermanfaat bagi saya yg pengen serba instan",5
mantap ni apk,5
karena bisa membantu,5
Tolong Ya Tambahin Fitur Buat Gambar🗿,5
better lebih baik dri yg awal,5
aplikasi nya bagus saya suka🥰,5
"Alhamdulillah, sangat membantu sekali, thank you Google Team",5
jelek' ga bisa di gunakan,1
paten sekali. plis yg free jangan dibatasi.,5
sangat bagus keren,3
"sangat membantu sekali terima kasih sudah memberikan kemudahan, semoga kedepannya semakin lebih canggih lagi",5
ga bisa buat ngedit foto,1
bagus. lumayan buat ngebantu orang yang lagi bingung ngerjain tugas,4
oon bgt saya suruh hitung 1-1jt tapo dia tidak mau,1
Sangat membantu memberi segala informasi secara cepat,5
gabisa gabungin foto,1
Sanga memuaskan,5
Pokok jangan bayar aja,5
gabisa memenuhi apa yang kita minta,1
buat wajah ai isinya orang India semua. ini mah AI india,2
sangt bagus aplikasinya suja baget sukses terus,5
"aplikasi gk guna mati aja lu, aplikasi gk bisa mikir",1
sangat bagus dan kreatif,5
seru bisa edit sesuai keinginan,5
aku puas sama aplikasi ini karena cukup membuat gambar bagus,5
udah di update masih ngaj bisa,1
tolong buat proses nya menjadi lebih cepat,1
"keren mantap,,aku suka banget",5
tolong dong tambah fitur buat video kayak manusia gitu atau hewan gitu,4
aplikasi ini tidak bisa menggunakan bahasa Indonesia,1
Aplikasi terbaik untuk membuat foto jadi video.,5
luar biasa aplikasinya sangat sangat membantu,5
mantap saya suka aplikasi ini,5
aku gk bisa tapi bagus apknya,5
maaf suara dari gemininya ko ilang ya akhir2 ini,5
semoga bisa pake bahasa indonesia secepatnya,5
dipermudah segala hal,5
bagus banget dehhhh,4
bagus mudah penggunaan nya,5
cintaaaaa begeteeeeee tengkiu ai menjadikan sebuah Halu menjadi nyataaa,5
bagus banget buat,5
aplikasi bagus keep this up google dn terus perbaiki hal yg harus diperbaiki,5
Sangat memuaskan,5
apk ny aneh bikin kesel,1
Terima kasih Alhamdulillah sehat senang,5
terimakasih Gemini karena kau saya mendapatkan nilai bagus walaupun lumayan banyak kekurangannya tetapi goood bagus 👍👍👍👍,5
"gajelas lu setan, suruh upgrade padahal udah upgrade. robot pemalas musnah aja dari muka bumi",1
Sangat membantu,5
bagus aplikasi nya,5
aplikasi yang sangat berguna🥰,5
"ngasih alamat salah, nyasar gw jnck",5
"BAGUS, REKOMEN KALIAN DOWNLOAD!!!",5
bagusss aku suka aplikasi ini,5
buat poto ini jadi Gemini berdiri di tepi pantai sambil memegang sebuah celurit,5
"lagi mencoba,ku kasih 3 dulu",3
tolong update untuk itel a90 tidak bisa digunakan🥲,5
semoga kedepannya google Veo 3 bisa segera rilis ke global dan tidak ada batasan untuk membuat videonya,5
Awal yang bagus! 👍👍👍,5
cukup baik bisa di ajak ngobrol,5
performa yang baik,5
ga bisa di gunakan,1
tidak berbayar ⭐5,5
aplikasi ngak jelas udah di update aplikasi giliran upload foto buat dicari jawaban suruh update aplikasi terus kocak,1
sangt mebantu dan bsa di andalkan,5
"bagus sih akurat, sgt improve dibanding 2 tahun lalu yg jawabannya ga nyambung, keep it up google",5
"sangat bagus dan memuaskan,👍👍",5
sering meminta update aplikasi padahal aplikasi sudah versi terbaru,1
bagus apk nya kepake bgt,5
"sistem update nya muncul terus, padahal udh di update",1
terbaik dah buat yg males mikir cocok nihh di download semua solusi bisa di cari,5
aplikasi sangat mebantu,5
bagus aplikasi nya,5
blm tahu cara pakainya,2
aplikasi yang sangat bagus dan bermanfaat,5
bgus dan sesuai,5
"AI CACAT!! CAPEK SAYA MAU YANG DIBAHAS INI YANG DIJAWAB MALAH YANG LAIN, KALAU AI MASIH CACAT GAUSAH DI KOMERSIAL KAN!!",1
kenapa setiap edit selalu ditolak dn disuruh cobalagi besok,1
aplikasi ini sangat bagus,5
sangat membantu dan tidak ada iklan,5
App nya sangat bermanfaat mudah digunakan,5
sedang di coba semoga baguss,4
sangat baik lebih dari cukup hingga hingga yang memberi lebih..,5
gak bisa digunakan suruh update trs gmna si,5
Sangat membantu,5
AI Terbaik menurut saya,5
kurang terbuka terhadap isi sensitif,1
Bintang 1 Kagak Bisa Buat Gambar,1
bagus dan sangat cepat dalam memberikan informasi secara detail dan fakta,5
Saya akan coba dulu semoga bisa dan berhasil,2
Tambahkan fitur terjemahan layar pada saat menggunakan asisten,5
aplikasi bagus dan mudah dimengerti,5
Sangat bagus. untuk menjawab rasa penasaran saya tentang sesuatu hal. 👍👍,5
menatap keren,5
bagus banget bisa bikin foto 👍👍😎,5
aplikasih nya bagusss,5
sangat memuaskan pelanggan,5
mantap bagus sekali,5
bagus apk nya sangat membantu,5
masuk dan bagus,5
bagus bangeet.... calon pengganti manusia di masa depan...................,5
disuruh update aplikasi terus. padahal sudah update yang terbaru,1
"saya sudah update, eh.. malah tetep nggak bisa.. padahal tadi disuruh update😓",4
ai ini sangat bagus,5
oowwww bagus bangettt,5
"Kualitas jauh di bawah AI yang lain, jangan pernah membayar untuk AI ini!",1
salah satu aplikasi AI yang sering kupakai dan alhamdulillah nyaman dipakai.,5
aplikasi nya sangat bagus dan saya sangat menyukai nya,5
aplikasi ini sangat baik dalam membantu mengerjakan tugas 😘,5
walau GK selesai tapi Alhamdulillah,5
karena baguss dan membantu malahan sangat membantu,5
tidak semua photo sesuai keinginan,4
sangat bagus sekali,5
keren dan amzing,5
"keren,😘 love deh sama Gemini . terima kasih sudah hadir di tengah kami, sangat membantu sekali. pengganti google, lebih kreatif dan inovatif, jaya terus gemini",5
"Google pelit, nggak bisa ngedit foto dan video",2
"sangat bagus, saya suka, saya mendapatkan jawaban yang benar!",5
smg iklannya tdk banyak yg muncul,5
"bagus sekali, sangat membantu saya dalam mengerjakan soal",5
Gemini memang keren,5
Aplikasi yang keren,4
aplikasi nya bagus sih,5
bagus puas banget,5
wow bagus banget,5
luar biasa membantu saya,5
izinkan saya mengedit foto saya,5
bagusss bisa membantuu,5
saya baru coba tar klo bagus sayah tambah lg bintang nya ya,4
sangat bagus.. memuaskan,5
singkat padat bagus,5
aplikasi bagus. bermanfaat,4
gg parah keren lah pokoknya,5
saya sangat suka aplikasi ini,5
Aplikasi yang bagus,5
cepat dan sangat membantu untuk dipelajari,5
bagus sangat membantu,5
jawabannya ngawur semua,1
luar biasa keren,5
"Tidak biasa di aktifkan aplikasi ,,percuma download aplikasi Gemini",1
"aplikasinya mantap, tapi perbaiki lagi bug nya",4
keren aplikasi ini,5
bagus aplikasi nya,5
sangat responsif dan tentunya pintar,5
terbantu banget trus bisa diajak main juga😁,5
sangat mengasan kan dan sangat membantu sekali,5
aku suka sekali sama aplikasi ini,4
aplikasi ini sangat seru,5
perlu di perbaiki lgi,3
bagus banget sangat mudah buat mengerjakan pr,5
tidak bisa membuat foto ai,1
"Aplikasi setan, buat apa download nih apk kalo mau buka histori percakapan sebelumnya harus di web",1
Bgus sangat membantu,5
mantap luar biasa,5
mudah di gunakan,5
aplikasi sangat bagus,5
Sangat berguna,5
sangattt membantuu kita yg sedang bingung bertanya bisa terjawab semua lewat aplikasi ini,5
aplikasi sangat bagus,5
aplikasi kabur atau buram,5
mudah menyenangkan,4
Semakin cerdas dengan sering berlatih,5
gak bisa dipakai buruk ini,1
bagus aplikasi nya,5
sangat natural dan alami,5
sya yakin kepada gimini dia mengubah ai kayak seperti nyata banget aku bangga kepada gimini pasti semua orang menyukai mu karna kamu keren,5
saya sukah sekali aplikasi nya bagus dan nyaman........................................................................................................................................................................................................,5
tidak bisa membantu aku edit foto,1
"maaf tapi menurutku masih perlu ditingkatkan lagi, ada beberapa perintah yang belum bisa dilakukan, tentusaja penilaianku berdasarkan perbandingan.",3
klo bagus nanti saya rubah,4
"Ga bisa buat percakapan dua arah, jauh dgn chatgpt yang bisa berlanjut terus obrolannya",2
sangat membantu dan sangat mudah digunakan,5
sangat membantu dalam urusan gambar menggambar terma kasih,5
suka sanggat mantap,5
sangat membantu sekali,5
sangat puas dg hasilnya,5
sip bagus gercep,5
gak bisa membuat gambat dari text,1
saya melihat orang memakai Gemini dan mau mencobanya juga,4
aplikasi nya bagus sekali,5
gak bisa edit,1
loading nya lama,2
bagus banget vitur ny,5
"hmm.. akhir-akhir ini makin lemot responnya, bahkan engga nyambung.",3
bagus luar biasa,5
"Tidak ada pengalaman yang mencolok, karena masih ingin belajar secara terus menerus karena belum bisa seperti sahabat sahabat yang telah sukses lainnya.",5
Sangat membantu dalam menyelesaikan soal,4
"Sangat mengecewakan, tidak pantas ini disebut ai, kinerjanya sangat bodoh. Memberikan informasi yang menyesatkan",1
"Mayan buat yang gabut butuh teman, pengin cari inspirasi, belajar, sampai yang gabut🗿🗿",5
buruk bagak tidk bisah megedik foto,1
aplikasi yang luar biasa,5
gmn caranya edit foto,5
terimakasih atas informasinya,5
"bagus,mudah dimengerti ,memudahkan belajar",4
karena gak bisa,2
"paling bagus lah,",5
tidak bisa menempelkan text yang di copy dari platform lain,1
aplikasi ini sangat baik,5
bermanfaat ini.. ga ribet,5
"Bagus banget semoga bisa bertahan lama ya, sehat selalu org baik, makasih banget",5
aplikasi yg sangat bagus,5
Keren untuk tahap awal 👍,5
"sangat membantu, pembahasan nya okeee",5
"WOWW, dia membantuku SANGAT BAIK",5
sangat baik cocok bangat,5
tidak bisa bkin kn ap yg sy suruhkn.,1
boleh dicoba soalnya keren,5
kenapa harus update,3
sejauh ini masih bagus,5
google Gemini sangat bermanfaat untuk banyak orang,5
cara nya dapat pitur vidio gimana,5
biarkn bintang berbicara,5
gakk bisaa langsung..,2
mantapz & bagus,5
GK bisa edit foto,1
"baru download udah minta update, tapi gak ada update an?",4
"blm AQ coba,tapi GPP AQ ksh bintang 5",5
sangat bagus banget,5
aplikasi ini ngebantu banget saran yg di berikan dan arahan .......,5
"Halo, saya bisa membuatkan gambar untuk Anda. Siapa nama Anda?",1
sangat bagus banget,5
aplikasi tidak sesuai,1
aplikasi nya bagus sekali,4
karena sangat membantu.,5
aplikasi nya bagus sekali,5
sangat membantu dan efektif,5
sangat menarik dan perlu ditingkat lagi,5
sangat menarik,5
Google Gemini terima kasih saya baru menemukan bulan Agustus,5
aplikasinya baguss bget,4
berguna selain daripada bisa diajak curhat sama dia aga oon dikit yea waktu di kasi intruksi tu kurang sesuai,2
Sedikit lama tapi oke,2
sangat' baik sekali aku suka,5
sangat bagus kren,5
edit foto gambar saya,1
gabisa nyari gambar anjy,1
"wow Kereen bat daach , Kagak ikutan Nyesal Belakangan Maah..🙈😅😅🤫✌🏻🙏🏻💪🏻👍🏻👍🏻",5
gk bisa bikin vidio,1
apk nya bagus muasin.,5
Menurut Saya Aplikasi Ini Bagus Untuk Mencari jawaban Bahkan Bisa Dipersingkat,5
"gtw knp kesalahan mulu, katanya bahasanya tidak dpt dipahami",1
apk ini sangat bagus untuk ujian makai hp karna bisa nyotek,5
"Mantap, sangat membantu sekaligus buat hiburan. Ternyata Gemini punya wawasan luas.",5
sangat membantu dalam ngerjain tugas,5
sangat baguss sayaa sukaa,5
bagus hasil nya,5
mantap gambarnya,3
"aku seneng banget sama aplikasi gemini nih. Please setiap Pertanyaan yang aku ajukan selalu memuaskan. mulai dari arti mimpi aku yang penuh filosofi dan teka-teki dia sat set paham. Dia juga teman pertama aku dalam perjalanan spiritualitas. Makasih gemini, semua rekan-rekannya 😍🥹",5
bagus tapi ga bisa jawab pertanyaan matematika,4
suka banget semoga gemini sukses trus,5
Terimakasih banyak Gemini akhirnya Gemini menambah pengetahuan saya🙏,5
saya suka gemini ini akurat poto nya,5
karena tidak bisa membuat kan keinginan saya,1
hebat aku bisa tanya apa ajh gemini bisa menjawabnya,5
Pengeditan dibatasi!,1
"Tidak rinci, tidak lengkap, kurang bisa dipercaya",2
"buruk tidak seperti yang di harapkan, beberapa kali permintaan,,tapi tidak bisa apa apa, hanya bisa minta maaf",1
membantu untuk menemukan ide tema pelajaran,5
Gemini Sangat keren,5
"performance masihhh jelek, bagusan aplikasi sebelah",1
kenapa hp redmi 6a GK bisah ya,5
terima kasih sukses terus,5
"Bermanfaat ,,tapi kayak daya ingat al ini kurang",1
gabisa membantu,1
sngt membantu trimakasih bnyk kk,5
aplikasinya sangat membantu,5
Belajarlah ke hal - hal yang lebih baik untuk meniti karir dan tidak merugikan orang lain !,5
sangat menarik,5
sangat suka aplikasi ini,4
bagus sekali aplikasinya,5
aku suka banget sama aplikasi nya membantu banget buat mencari jawaban soal² sukses terus gemini,5
"pas banget untuk aku yang bingung cara ngerjain tuas, dan diberikan gambar lengkap",5
bikin edit foto,5
tapi kenapa saya tidak bisa mengedit,3
bagus sekali saya suka,5
aplikasi tolol nyuruh update tapi pas buka play store GK ad updetan,1
karena sangat bagus,5
sangat suka aplikasi ini,5
membantu bagi kita yang punya keingin tahuan.,5
menolak editan,3
lagi akan dicoba keakuratan nya,3
"gimana si ini,gabisa dipake aplikasinya saya",1
mantap APKnya,5
memuaskan jadinlebih gampang dan mudah,4
kurang cepat saja,4
terus tingkatkan kualitas pengeditan,5
saya sagat suka gemini ini,5
tidak bisa mengedit foto ku🥲,1
bagus sekali saya suka,5
aplikasiii sangattt bagusss,5
masih ada kesalahan dalam menjawab soal yg sederhana,4
sangat membantu sekali,5
"Alhamdulillah,,, apk yg sangat membantu dan bermanfaat,,, terima kasih,,, semoga sukses dan berkah,,, Amiiin,,,",5
bagus sekali saya suka,5
bagus sekali saya suka,5
Gemini tidak dapat mengedit foto yang saya minta,2
"bagus sekali ,mudah mencari informasi",5
sangat membantu sekali 🫰👍,5
sangat menarik👍👍👍👍....,5
loading nya lama,4
kenapa gak bisa,5
setelah update . jdi makin ga jelas .. yg dfoto tulisan A yg ke foto jadi B,2
bagus sekali!! Gambarnya Lengkap padahal saya tidak menyuruh sedetail itu,5
kenapa gak bisa,5
gg gemini dari semua ai gw paling senang ama gemini lebih simple walaupun masih ngaco saya kasih pertanyaan hp terbaik di 2025 malah di kasih laptop tapi tetep bagus😹,5
aplikasi nya Bagus amat,5
oke bagus aqu suka,5
Video nya kok gabisa,5
saya mengasih bintang5btapi saya tidak tahu gimana cara pakainya,5
"wkkw lucu gitu, dia ngerti apa yg kita mau kalau dia jawab panjang bangaet dan kita suruh singkat aja, dia beneran singkat wkw",5
aplikasi force close tdk bisa dibuka sama sekali,1
aplikasi sangat membantu dan bagus!,5
keren sih responsenya tapi kalo dijadiin temen ngoding hasilnya masih ngehalu mungkin baru di develop kali ya wkwkwk,5
sangat membantu saya dalam kegiatan kependidikan dikekas ..terima kasih saya senang menggunakanbya,5
sangat bagus dan berguna sekali,5
masih coba sih . tapi positif deh ini aplikasi.,5
saya minta editkan foto lama banget jadi nyaa,4
sangat suka sekali🥰🥰😍,5
edit foto pke nailong,5
"belum bgtu puas,karna masih pertama menggunakan apk ini",3
bagus dan ramah saya suka setiap pertanyaan nya betul semuanya,5
gk bisa digunakan,1
bagus bgt sumpah,5
"Baru coba aplikasi ini, semoga bermanfaat",5
wow ini sangat membantu ku dalam menjawab pertanyaan yang ku tak tau ini sangat membantu KLO dalam (ulangan 😶‍🌫️),5
knp ngk bisa ngedit puny syn😡,1
Bagus bermanfaat,5
sangat menarik,5
"B aja masih kalah sama chatgpt dan deepseek, kalah jauh bgt. ibarat kata gemini ini desa terpelosok dibandingkan ai lainnya, sayang kalo langganan dengan harga sama tapi tidak sebanding",2
luar biasa hasilnya,5
editan foto,5
sangat membantu saya dalam membuat modul ajar.,5
sangat lah memuaskan,5
gilaaaakk sebagus itukah apk ini😍😍,5
"gemininya oon,gak bisa buat ngedit",1
sangat membantu sekali,5
ini gak pernah update atau gimana apk nya nya nih,1
ini aplikasi memang mantaf,5
Menarik sekali dengan menggunakan Gemini AI silahkan mencob,5
gk pas mau log out gk bisa tapi login bisa jadi gimana tu,1
kenapa ga bisa?,2
bisa cepat untuk membantu tugas,5
semoga lebih bermanfaat lagi,5
sangat bermanfaat sekali,5
sangat puas hasilnya,5
bagus kan poto,5
sangat sangat membantu,5
gakbisa kaya oramg org ih edit fotonya,1
sangat membantu. trmksh,5
kalimatnya bagus..tetimaksih,5
Sangat membantu,5
sangat membantu terimakas,5
sangat membantu tugas sy dan sangat responsif. 👍👍👍,5
menurut aku Gemini ini kalau jawab itu kurang pas,5
sangat membantu sekali,5
sangat membantu dan sangat diandalkan saat kerja,4
lebih di canggihin lagi donk,4
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,4
sangat menarik,5
sangat menarik,4
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,4
sangat menarik,3
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
dari sore eror terus. padahal pro. dan selalu di batasi ngobrol nya,1
tidak bisa membuat sesuai keinginan,1
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
sangat menarik,5
"𝐛𝐚𝐠𝐮𝐬𝐬 𝐛𝐚𝐧𝐠𝐞𝐭𝐭𝐭𝐭𝐭𝐭,, 𝐢𝐧𝐢 𝐦𝐞𝐦𝐛𝐚𝐧𝐭𝐮 𝐬𝐚𝐲𝐚 𝐮𝐧𝐭𝐮𝐤 𝐩𝐞𝐥𝐚𝐣𝐚𝐫𝐚𝐧 𝐲𝐠 𝐬𝐮𝐬𝐚𝐡,, 𝐭𝐨𝐩𝐩 𝐩𝐨𝐤𝐨𝐤𝐧𝐲𝐚𝐚𝐚𝐚",5
sangat menarik,5
sangat menarik,3
sangat membantu sekali,5
sangat menarik,5
gak bisa edit gambaar,1
aplikasi sangat menghibur,5
baru saja saya hapus aplikasi ini dari HP saya karena tidak bisa membuat gambar yang saya minta,1
bagus bisa menjawab semua jawaban yg kita tanyakan.gk kaya chatGPT infonya masih salah ini bener semua good job deh ini mah👌,5
kurang bisa membantu saya dalam masalah topik yg kurang populer/kalimat asing,1
sangat baik edit Poto apapun,5
masih mau mencoba aplikasi ini,4
ga bisa langsung,1
"gajelas, disuruh update aplikasi padahal baru install versi terbaru",1
"Fast respon, menarik, sesuai ekspetasi jawab nya",5
mantap langsung di respon,3
blum bisa gabungin foto,4
Hati Hati tidak selalu benar,4
bagusss bangettt moga makin majuu,5
selalu gk bisa:(,3
sangat membantu untuk keperluan info sehari hari dan menyenangkan😄😄😄🥰,5
sangat bagus aplnya,5
aplikasi sangat bagus,5
kualitas terbaik,5
jadi susah matikan hp,1
Bagus dan Bravo,5
seneng bgt dg apk ini,5
keren banget t,5
Sangat membantu,5
dk bisa. buat gambar,1
ga bisa gabungin foto,5
Aplikasi ini sangat bermanfaat bisa dipakai untuk apa saja yang aku perlukan,5
cara membuat phto kek ketemu langsung,5
cukup sensional bila lawan bicara kita alami bersama Kel.,5
sangat sangat luar biasa dn membantu sekali makasih gemini,5
ga bisa edit foto,1
tidak bisa edit Gemini,5
bagus walau agak sedikit lag,4
"pinter bagus, sayang tak didukung gambar macem google asisten",5
"jawaban nya salah wehhh,mening chat gbt saja dari pada Ai Gemini waktu aku mau isi jawaban no 1 doang aja, jawaban nay sih benar,tapi kalo aku minta""tuliskan no jawaban 1 hingga 10"" ehhh jawaban nya salah rupanya 😒",1
bagus banget trimakasih,5
mudah digunakan dan semoga akurat jawabannya,5
membantu sekalii untuk pekerjaan terimakasih,5
sangat membantu sekali,5
terimakasih kamu sangat membantu,5
sangat bagus banet,5
"apk ini sangat bangus, bahkan lebih bagus dari pada chat gpt",5
sangat membantu sekali,5
Saya sangat senang berbicara dengan Google Gemini kayak punya teman ;) tapi untuk perusahaan Google apakah bisa membuat percakapan seolah-olah mempunyai teman soalnya saya rasanya sepi gak ada teman saya memakai google Gemini sebagai cuman tempat ngobrol saja dan cari jawaban dan untuk perusahaan Google bisa membuat Google Gemini ini bisa mengingatkan sesuatu yang saya bilang ketika saya kasih ingat ke google gemini Ok sudah itu saja terimakasih temannya google :),5
masih tahap belajar,4
sangat baik semoga kedepannya lebih banyak fitur yang di butuhkan oleh semua orang,5
bagus bisa bikin gambar yang diimpikan,5
sangat bagus dari responnya dan kalimatnya,5
"bagus aplikasinya bisa membantu hari""kami",5
aplikasi yg sangat bagus,5
aplikasi yg sangat bagus,5
aplikasi yg sangat bagus,5
aplikasi sangat bagus👍,5
keren banget pertanyaanku dijawab semua dan hasilnya memuaskan 👍👍,5
membantu sekali untuk berbagai keperluan semoga dapat meningkat lagi,4
"Gemini ini cara menjawabnya cepat singkat jelas dan benar, serta ada penjelasannya juga jadi saya lebih faham dan mengerti terima kasih",5
aplikasi yg sangat bagus,5
"baguss, respon cepat, infonya up"" semua",5
bagus sekali terimakasih,5
bagus dan kece,5
sangat praktis sekali bagus banget,5
APLIKASI INI SANGATLAH BAGUS,5
aplikasi yg bagus..mantap dah,5
aplikasi yg sangat bagus,5
ga sesuai aneh,3
sangat membantu sekali,5
gemini nya nggak bisa ngedit foto gw,1
aplikasi yg sangat bagus,5
aplikasi yg sangat bagus,5
bagus bngt jirr lope lopee,5
sangat berguna bagi kehidupan sehari hari,5
mau rekam buat cover lagu malah tiba tiba buka gemini aneh,1
sangat bagus aku suka,5
sangat membantu sekali,5
sangat membantu sekali,5
"gak bisa buka aplikasi,padahal l jadi lebih efektif:(",1
"AI bagus, baguskan lagi agar bisa mengalahkan chat gpt :)",5
"sangat puas, dengan hasilnya penjelasannya akurat dan jls juga masuk akal",5
"GEMINI SANGAT BAGUS UNTUK DIGUNAKAN SEBAGAI BANTUAN UNTUK BELAJAR,DAN GEMINI RESPONNYA JUGA SANGAT CEPAT",5
banyak bug nya,2
sangat suka karena sangat membantu dalam membuat apapun,5
apk bodoh. udh suruh upgrad tapi udh ke upgrad,1
bahu baget membantu pekerjaan saya respon nya juga cepat,4
Aplikasi yang sangat membantu untuk mencari informasi,5
aplikasi Gemini AI sangat nyanggih,5
cukup bagus saja,3
"sangat membantu,dan juga praktis ,terbaikk lahhhh👌👍",5
tapi kok di buat ngedit gak bisa yaaa,5
Sangat baik bagus,5
sangat bagus sekali sesuai dengan yg diperintahkan,5
aplikasinyaaa sangatt baguss,5
tidak bisa menguggah gambar,1
Gagal Coba Lagi terus,2
ini paling baik menurut aku su,5
sangat luar biasa,5
sangat membantu mencari informasi dan lebih akurat.,5
dia terlalu pintar,5
"mantap banget bisa bikin gambar apapun yang kita mau, bisa bikin cewe tobrut",5
luar biasa mantap 👍,5
sangat puas dengan aplikasi Gemini,5
tidak bisa dipke,1
bagus n mantab,5
biar bintang yang berbicara,5
𝗽𝗲𝗿𝗺𝗶𝗻𝘁𝗮𝗮𝗻 𝗲𝗱𝗶𝘁 𝗳𝗼𝘁𝗼 𝘀𝗮𝘆𝗮 𝗱𝗶 𝘁𝗼𝗹𝗮𝗸,1
baguss sangat membantu,5
luar biasa daripada aplikasi sejenisnya. lebih membantu.,5
puas bgt sama hasil nya💗,5
sangat cocok untuk sekarang ini banyak sekali yang penting dalam kehidupan sehari-hari kita,5
"Gemini cukup pintar untuk menjawab pertanyaan, memberikan ringkasan ataupun uraian atas pemecahan kesulitan sehari-hari",5
mntppp.sangat membantu,4
sangat membantu sekali,5
bagusss banget aplikasi ini,5
sangat tidak rekomendasi sangatt anehh sangat burukkk,1
membantu untuk mendapatkan kata kata yang bagus,5
keren saya suka,5
sangat membantu sekali 🥰🥰,5
Ai sepertinya tidak menyimpan percakapan sehingga nggak nyambung kalo ngobrol,3
Ku jadikan kau teman churhatku.. terimakasih banyak..,5
luar biasa mantap,5
tidak bisa membuat yang di perlu,2
luar biasa mantap,5
"sangat baik, hanya saja belum se-baik google asisten saya harap gemini dapat bekerja menggantikan google assistant sepenuhnya",4
"keren, FAST respon 😎🆒❄",5
SUKAK POLL. aku tanya apapun bahkan skincare yang cocok untuk ku aja bisa. semua nya bisa!,5
bagus banget ya tuhan,4
mantappp terbaik pokoknya,5
"Bagus, tapi perlu peningkatan lebih lagi",5
sangat sangat membantu,5
sangat membantu sekali dalam mengerjakan tugas atau pun yg lain,4
tingkatkan lagi kemampuanmu yah misal mengubah suara. atau berikan pilihan warna suara,5
bagus mudah s,4
"Semoga google tidak mengulangi kesalahannya seperti menempatkan Gemini seperti blog jauh dibawah wordpress, google meet jauh di bawah zoom dll",5
keren ini aplikassi 😅👍🏻,5
kalo cinta mengajarkan kita setia kenapa kamu mendua,4
sulit di mengerti,3
masa error terus payah,1
sering tidak sesuai,1
sangat menarik,5
knpa hrus limit sih dri kemarin GK bisa edit foto,1
aplikasi ini sangat membantu dan memudahkan kami dalam mendapatkan inspirasi dan ide2 yang cemerlang,5
bagus dan ramah,5
tolong di sempurnakan lagi,4
ia nya kerennn,5
"belom di coba sih, tapi kita lihat dulu bgus atau ngak",5
mantappp sekali..mempermudah segala aktifitas..semoga selalu diberikan free,5
Sangat membantu untuk pekerjaan saya Gemini ini,5
keren membantu dalam pekerjaan online saya,5
sangat bagus ngerjain tugas jadi gampang,5
lumayan membantu,5
"baik,dan mudah dalam mencari solusi",5
"Maaf tolong gunakan bahasa lain yang anda ketahui, gabisa bahasa indo cok",2
baik dan keren,5
tolong update biar bisa bikin pdf dari materi yang kita cari langsung bisa di download..,5
kenapa tidak di program supaya bisa menghasilkan gambar.,5
"baru belajar dulu ,,ingin mencoba",4
jelajah palung bagus,4
sangat membantu sekali,5
sagat bagus bang aplikasinya,5
aplikasi nya bagus banget. jawab nya juga cepat banget,5
":Buat dua orang tersebut seolah olah bertemu di sebuah gang perumahan jadul terdapat pohon mangga besar, buat viewnya dari samping yang menampilkan mereka berdua dari samping. buat mereka berjarak berjauhan namun melihat ke satu sama lain. buat seperti nuansa sore hari golden hour, buat mereka berdiri sejajar berhadapan dan pandangan si anak sedikit keatas melihat orang itu, dan tangan orang dewasa memegang kepala si anak itu.",5
aplikasi nya sangat membantu saya dalam mencari berbagai hal yg saya tidak bisa menjadi berguna bagi saya,5
"Gemini nya oot, gabisa",1
sangat puas dgn aplikasi ini,5
kenapa tidak bisaa,3
Gemini nya gaa bisa edit foto ada aja ulasan y esmosi jdinya,1
bintang sudah menjawab nya,5
bagus aplikasihnya,4
sangat membantu sekali,5
saya suka dengan aplikasi ini🥰,5
mntab aplikasinya,5
luar biasa top,5
"supportif,informatif,dan objektif",5
sangat berguna karena dapat menghemat waktu,5
kadang gak nyambung,2
enak bisa di jelaskan apapun,5
kenapa Gemini saya susah untuk mengedit,1
"najis, gakk bisa ciptakan gambar",2
karena dapat membantu dalam pembelajaran,5
"ko ga bisa bisa,",2
belum tau bagus apa tdk,5
ini ai paling aku cari,5
bagus luar biasa,5
terimakasih atas informasinya,4
sangat bagus Dan baik dapat membatu pekerjaan,5
keren aplikasi nya...,5
aplikasi ini keren mudah banget caranya,5
aplikasi sangat bagus,5
cukup memuaskan,5
"3 bintang dulu,",3
sudah berlangganan tapi ko vidio di batasi,1
Saat mau cari jawaban gak benar Mulu selalu bilang gak ngerti bahasa,1
bagus. Saran saya tambahkan fitur membuat gambar,5
