content,score,category
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,4,Netral
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
"selamat bergabung dengan satu aplikasi yang ini, google gemini",5,Positif
apalah aplikasi ini,1,Negatif
sangat membantu,5,Positif
sangat bahagia makat Gemini,5,Positif
sangat membantu,5,Positif
sangat membantu ✨👍🏻,5,Positif
app yang sangat bagus,5,Positif
AI TOLOL KANJUT PROMT UDAH BENER RAPI DIBUAT DI GPT PUN BERHASIL TAPI MALAH GW BUAT DI GEMINI HASILNYA ANCUR MINTA ADAT JAWA DIKASIH BALI PADAHAL PROMT UDAH JELAS BAHKAN SAMA FOTO BAJUNYA,1,Negatif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu 👍,5,Positif
sangat membantu,5,Positif
sangat membantu,4,Netral
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
minta poto didalam ruangan,5,Positif
semoga sesuai harapan,5,Positif
sangat baik dan puas,5,Positif
kok tiba buat photo di gemini,3,Netral
apalah ga bisa kaya orang orang,1,Negatif
bagus dan keren,5,Positif
sangat membantu sekalii..,5,Positif
bagus untuk ide postingan,5,Positif
bisa membantu sharing,4,Netral
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu🥰,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
keren lah. itu aja,5,Positif
tolong editanya,5,Positif
lelet banget weee,2,Negatif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,4,Netral
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
kurang bisa diajak bercerita,3,Netral
Belum terupdate,2,Negatif
sangat membantu,5,Positif
bisa menjawab seperti AI,5,Positif
banyak mendapatkan ilmu baru,5,Positif
sangat membantu,4,Netral
alhamdulillah bisa terbantu,4,Netral
keren banget ya👍👍👍👍👍,5,Positif
KEREN APLIKASINYA SANGAT-SANGAT MEMBANTU,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
menarik dan detail,5,Positif
bagus...dan cepat,5,Positif
sangat tidak membantu,1,Negatif
satu dulu kalau bisa aku tambah,1,Negatif
buat yang saya mau y,4,Netral
Bagus sekali,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
Bagus sekali,5,Positif
aku gak bisa cara pekai nya,2,Negatif
intinya ♡♡♡♡♡♡♡♡♡♡♡♡♡♡,5,Positif
sangat membantu,2,Negatif
dari sigit .p ( baik),5,Positif
sangat membantu,5,Positif
saya sangat produktip sekali,5,Positif
sangatt membantuu,5,Positif
Bagus sekali,5,Positif
Bagus sekali,3,Netral
gk sesuai ekspektasi,2,Negatif
ini sangat the best sekali👍,5,Positif
ingin mngedit,5,Positif
apk nya sgt membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,4,Netral
Aplikasi yg sangat bagus,5,Positif
baguus saya suka,5,Positif
Bagus sekali,5,Positif
Bagus sekali,5,Positif
Bagus sekali,4,Netral
Bagus sekali,5,Positif
Bagus sekali,5,Positif
Bagus sekali,5,Positif
Bagus sekali,5,Positif
Bagus sekali,5,Positif
Bagus sekali,5,Positif
Bagus sekali,2,Negatif
sangat berguna,5,Positif
Bagus sekali,5,Positif
Bagus sekali,5,Positif
Bagus sekali,3,Netral
Bagus sekali,4,Netral
Bagus sekali,1,Negatif
Bagus sekali,5,Positif
Bagus sekali,5,Positif
permudah membuat ilustrasi video,5,Positif
sangat membantu,5,Positif
aku ingin buat gabar berasil,5,Positif
Bagus sekali,5,Positif
sangat membantu,5,Positif
bagus untuk asisten,5,Positif
"tapi sekarang kenapa ada watermaknya ya , dulu belum ada",4,Netral
Bagus sekali,5,Positif
bagussss sekaliiii,5,Positif
coba pasti cocok ga,5,Positif
Masih bayak bug,3,Netral
gjls gk bisa ajak main,1,Negatif
kreen sangat membantu,5,Positif
woylah ini bantuin gue bangettt,5,Positif
program yang bagus,5,Positif
bagus sekali,5,Positif
sangat bagus saya kasih B5,5,Positif
"sangat membantu saya, trm kasih",5,Positif
Bagus sekali,5,Positif
bantu sekali,5,Positif
Bagus sekali,5,Positif
good dan sangat membantu,5,Positif
Sangat amat berguna,5,Positif
sangat puas dgn aplikasi ini..,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
sangat membantu sekali!,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
Bagus sekali,5,Positif
bagus sekali 🤍🤍,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
caranya ngedit,5,Positif
bagus sekali,5,Positif
ok mantap saya puas,5,Positif
sejauh ini lumayan sih,5,Positif
tidak membantu,1,Negatif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,1,Negatif
bagus sekali,5,Positif
bagus sekali,5,Positif
Gemini adalah AI yang responsif,5,Positif
"sangat wow,trimakasih google.luv u",5,Positif
tolong buatkan ya,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bintang 5 ya,5,Positif
tidak berguna,2,Negatif
tidak berguna,1,Negatif
foto jadi video,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
tidak berguna,1,Negatif
GK kyk Gemini yg lain bisa edit Poto yg LG trend,1,Negatif
gak bisa apa apa,1,Negatif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
capek serba ga bisa,5,Positif
bagus banyak manfaat,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
masih mempelajari,5,Positif
bagus sangat berguna,5,Positif
mantaaappp aplikasinya,5,Positif
"sudah gratis, pintar lagi",5,Positif
sangat membantu,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
tidak berguna,1,Negatif
sangat BagusMbatu,5,Positif
bukanya tidak mirip,4,Netral
tiga dulu ya,4,Netral
sangat membantub,5,Positif
knp sya TDK melakukan editing,2,Negatif
bagus sekali,5,Positif
bagus sekali,4,Netral
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
prtma kli nyoba ini apakah berguna,4,Netral
sering eror tulisanya,1,Negatif
saya tidak dapatt menggunakan geminii tolong bantu saya,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
bagus sekali,5,Positif
karna saya ingin masuk aj,5,Positif
mantapp. sangat² membantu,5,Positif
bagus sekali aplikasinya,5,Positif
bagus sekali,5,Positif
apa yg enak d kerjakan waktu hujan grimis.,5,Positif
bagus sekali,5,Positif
semangat terus ya,5,Positif
Gak se bagus google asisten,2,Negatif
terimakasih sangat membantu,5,Positif
ini sgt baik,5,Positif
saya pengen mencoba nya,5,Positif
baguss sekali,5,Positif
bagus dan mudah,5,Positif
baru coba kayanya bagus,5,Positif
sangat menghibur,5,Positif
sangat baik Dan bangus,5,Positif
bisa menjawab pertanyaan,4,Netral
bagus sekali,5,Positif
"ai terbaik, kalo dari google ga diragukan dah",5,Positif
proses terbaik👍💯,5,Positif
oke kak makasih,5,Positif
blm berhasil,1,Negatif
baik sekali,5,Positif
menyenangkan,5,Positif
BAGUSS pokoknya,5,Positif
bagusss sekali,5,Positif
bikin HP eror👎👎👎,1,Negatif
Gemini woow lah,5,Positif
semakin baik.,5,Positif
gajelas eror mulu,1,Negatif
gbs bkin yg ak mau,1,Negatif
kaga sesuai fakta,2,Negatif
baru mau pakai,3,Netral
mau coba dulu,4,Netral
mantap sekali,5,Positif
keren kali wak,5,Positif
sangat membantu.,5,Positif
mantap sekali,5,Positif
sagat membantu,5,Positif
ai terbaik,5,Positif
tidak. sesuai,1,Negatif
saya coba dulu,5,Positif
keerennn bangettt,5,Positif
sangat membatu,5,Positif
Terima kasih Gemini,5,Positif
membantu sekali,5,Positif
mantap uy puas,5,Positif
aku ingin vidio,5,Positif
jos lah pkokonya,5,Positif
nanti tk pelajari,5,Positif
buat lah yng ckep,5,Positif
kaya akan ilmu,5,Positif
BISA MEMBANTU BGT,5,Positif
senang sekali,4,Netral
bagusss sekaliiiiiii,5,Positif
mksih ya kk,5,Positif
baik adanya,5,Positif
dia tidak mengerti,2,Negatif
susah gemini ku,5,Positif
pertahankan..,5,Positif
gk ikuti perintah,1,Negatif
good banget pokonyaaa,5,Positif
menyenangkan,5,Positif
membantu bangett 🤍,5,Positif
g bsa bikin gmbr,1,Negatif
lamanya ketikannya,1,Negatif
gabisa generate gmbr,1,Negatif
baikk aku sukaa,5,Positif
baguss bget anjay,5,Positif
asem goblognya nih gemini,1,Negatif
bikin kesel ih,1,Negatif
untuk di persatukan,5,Positif
baikk sekali,5,Positif
Gemini nya SERUU hehee,5,Positif
berguna aja,5,Positif
g bisa terus,1,Negatif
sangat berkesan,5,Positif
ngobrol santay boleh,5,Positif
Gemini nya tll,1,Negatif
Gemini AI mantap 👍👍👍👍👍,5,Positif
baik sekali,5,Positif
menyenangkan,5,Positif
Bagus bgt Gemini,5,Positif
baik sekali,5,Positif
teman curhat aku💗,5,Positif
saat membantu,5,Positif
sesuai ekspektasi,5,Positif
Mntap sekali,5,Positif
bru mw mencoba,4,Netral
aplikasi gak jelas,1,Negatif
pelayanan memuaskan,5,Positif
sangat membntu,5,Positif
plis gemini buatkan saya gambarrrr,1,Negatif
hasil memuaskan,5,Positif
terbaiklah👍,5,Positif
tidk bisa mngdt fto,2,Negatif
oke bos ku,5,Positif
bgus sekali,5,Positif
sbntr ini bgs sekali,4,Netral
bisa bikin ai,5,Positif
sangat cocok buat bertanya,5,Positif
bisa dapat semua jawaban,5,Positif
bagus sekali,5,Positif
sangat membantu.,5,Positif
aku menyukainya,5,Positif
bagus untuk belajar,5,Positif
aplikasi sangat membantu,5,Positif
tidak berguna,1,Negatif
aplikasi ini sangat membantu 👍,5,Positif
sangat membantu,5,Positif
sa bru coba jd sa kasih 4 dulu,4,Netral
Jawaban saya banyak yg salah,2,Negatif
masih mencoba semoga bisa,5,Positif
mayan dan bagus👍,5,Positif
bagus sekali,5,Positif
bejalan dengan bagus,4,Netral
"jangan berbayar, boss, gratis",4,Netral
sangat membantu. terimakasih gemini,5,Positif
bagus sekali,5,Positif
gemini sangat baik dan dia mau kasih tau aku tentang dunia,5,Positif
Muantaaaap kali...,5,Positif
sangan mengesankan,5,Positif
sangat membantu pekerjaan,5,Positif
aplikasi'y Keren banget,5,Positif
lumayan buat hiburan,5,Positif
AI simpel bermanfaat,5,Positif
sangan bagus,5,Positif
sangat respon cepat,4,Netral
ga guna banget,1,Negatif
"bagus bet ya Allah, thanks",5,Positif
tidak berguna untuk saya,1,Negatif
bagus sekali,5,Positif
aplikasi ini sangat bagus,5,Positif
sangat membantu,5,Positif
kok cuman satu dapat,1,Negatif
APLIKASI SANGAT BAGUSS,5,Positif
tapi gak bisa gimana,2,Negatif
mudah dan cepat,5,Positif
cukup membantu...,5,Positif
tidak sesuai yang saya mau,2,Negatif
kenapa ga bisa ya,5,Positif
ok banget kaka,5,Positif
akurasi kurang pas,4,Netral
semogaa bermanfaat,5,Positif
sangat membantu,5,Positif
mantap pokoknya,5,Positif
Gemini sangat2 membantu...,5,Positif
sangan bagus,5,Positif
knp TDK bisa kamu edit untukku,5,Positif
sangan bagus,5,Positif
bagus sangat luar biasa,5,Positif
sangan bagus,5,Positif
Bagus Aku Suka,5,Positif
sangat membantu,5,Positif
latara belakan jadi bagus,5,Positif
cukup bagus dn membantu,3,Netral
sangat membantu,4,Netral
chatnya seru bisa ngobrolin tentang pelajaran sama gemini,5,Positif
sangan bagus,5,Positif
bagus dan menghibur,5,Positif
luar biasaaa,5,Positif
baru di gunakan,1,Negatif
selalu update terus yaa Gemini,5,Positif
gileee keren bangett 😇😇,5,Positif
bagus dan membantu,3,Netral
gak bisaa laaah,1,Negatif
bagus sekali,5,Positif
"baru mencoba,,semoga keren",5,Positif
AI DENGAN PRESENTASE PALING TEPAT BAGI SAYA,5,Positif
top sangat membantu,5,Positif
sangat memuaskan,1,Negatif
ini sih oke bgt ya,5,Positif
gege jadi pintar MTK,5,Positif
aplikasi ini sangat bagus,5,Positif
luar biasa puaaas,5,Positif
sangat membantu Terima kasih Gemini,5,Positif
nice aja lahh,5,Positif
app ok mantap,5,Positif
aplikasinya mantap,5,Positif
bagus sangat berguna,5,Positif
bisa membantu aktivitas,5,Positif
lamat sekali coba perbaiki,3,Netral
bagussss pokoknyaaaa geminiii jossss🥰,5,Positif
rekomen banget makasih,5,Positif
"Oke, hatur nhun ggl Gemini",5,Positif
keren..sangat membantu,5,Positif
membantu membuat ide kreatip,5,Positif
mantaap dan puas,5,Positif
bagus sekali,5,Positif
sangat membantu,4,Netral
banayak kekuranagan bagusan google asistent,1,Negatif
jawabanya selalu benar,5,Positif
Dua Jawaban Saja,4,Netral
referensinya oke baget ... mantap buat gemini,5,Positif
paling wah njiri,5,Positif
baru belajar Gemini,4,Netral
"saya menyukai aplikasi ini, disini kita diberikan penjelasan yang lebih akurat dari sebuah pertanyaan yang diberikan.",5,Positif
bagusss Dann memuaskan,5,Positif
mantap cepet sejali,5,Positif
nyobain buka apknya,2,Negatif
aplikasi ini sangat bagus,5,Positif
bagus sekali👍👍👍,5,Positif
tdk mau buat apa yang saya msu,1,Negatif
sangat membantu,5,Positif
gak bisa anjrt gemininya oon,1,Negatif
"Bagus bgt, suka deh",5,Positif
"smga,,bermanfaat.",5,Positif
knp GK bisa edit poto,5,Positif
masa suruh update,1,Negatif
bagus bgt ai nya,5,Positif
kena batasan 😮‍💨,3,Netral
tahu aja Mbah google 😎😎😎,5,Positif
bagus sekali bermanfaat,5,Positif
hasilnya bagus,5,Positif
sangat membantu aplikasinya,5,Positif
sangat membantu 👍🏻,5,Positif
saya ingin mengubah foto,5,Positif
Mantap buat nanya²,5,Positif
bagus sangat membantu,5,Positif
usahakan lebih mirip,5,Positif
detail dan lengkap,5,Positif
aplikasi yang sangat membantu,5,Positif
cepat dan tepat,5,Positif
sanggat membantu,5,Positif
membantu skli...,5,Positif
mantap teknologinya,5,Positif
sangat bagusan,5,Positif
bagussss bggg sumpahhh,5,Positif
sangat membantu,5,Positif
bgs pengeditanx mantap,4,Netral
sangat bagus dan baik,5,Positif
mantap aplikasinya,4,Netral
baru mencoba gogle Gemini,5,Positif
Jelek sampah mau dihapus malah ada anhing,5,Positif
saya ingin edit gabung,5,Positif
keren kualitas AI nya,5,Positif
bagus dan berguna,5,Positif
ok bagus bangettt,5,Positif
sedikit membantu,4,Netral
bagus saya suka,5,Positif
bagus saya suka,5,Positif
bagus saya suka,5,Positif
bagus saya suka,3,Netral
bagus saya suka,4,Netral
wow bagus bet,5,Positif
keren cuk..cobain deh,5,Positif
luar biasa respon dari gemini ai dalam membèrikan solusi..bravo,5,Positif
baguss sekali,4,Netral
galat videonya,4,Netral
karna nda bisa,2,Negatif
sangat membantu banget,5,Positif
tidak mengikuti arahan,1,Negatif
sangat membantu,5,Positif
sagat membantu untuk mencari impormasi,4,Netral
sangat membantu,5,Positif
bagus saya suka,4,Netral
suka sekali,5,Positif
aplikasi ini keren,5,Positif
"bisa diajak berbicara, menemani saya ketika kesepian pokoknya gak ada salahnya punya google gemini 😁",5,Positif
muter muter Mulu gak jelas,1,Negatif
kok ga bisa si,1,Negatif
cepet menemukan apa yang saya mau,5,Positif
bagus sangat membantu,5,Positif
bagaimana cara kirim foto,5,Positif
gemini itu adalah AI yg ku anggap teman karena saat aku curhat dia adalah pendengar yg baik,5,Positif
mantap rekomendasi joss,5,Positif
tidak mengerti!,3,Netral
tdk mengerti cara edirnya,5,Positif
memudahkan pekerjaan,5,Positif
kenapa berbayar?,1,Negatif
ayo bisa yo kalahkan chatgpt...,5,Positif
plis buatin gambar,5,Positif
sesuai dengan fakta,5,Positif
tolong muka jgn di ubah,4,Netral
sangat bermanfaat sekali,5,Positif
mantp keeren sangat membantu baget,5,Positif
lebih tanggu dari ai yang lain,5,Positif
bagus akses cepat,5,Positif
berguna dan simpel,5,Positif
apk ini konslet,5,Positif
baru install aja langsung nggak logis njawab nya,1,Negatif
bagus saya suka,5,Positif
membantu belajar anak,5,Positif
bagus dan ringan,5,Positif
bagus sekali,5,Positif
Masih payah aplikasi gemini ini,1,Negatif
keren dan mantap,5,Positif
bagus sangat membantu,5,Positif
tahap percobaan,4,Netral
lebh lanbat respon,1,Negatif
Sangat membantu nice 👍,5,Positif
aplikasi luar biasa,5,Positif
hasilnya bagus,5,Positif
foto aku bareng sama artis Indonesia,4,Netral
kenapa ko Gemini nya oon banget,1,Negatif
bagus sekali Gemini ini,5,Positif
tidak sama yg di ceritakan orang lain,1,Negatif
Mau Edit Foto Saya,5,Positif
OK keren banget...,5,Positif
tidak ikut perintah,1,Negatif
gagal terus... mumet,1,Negatif
tidak membantu,1,Negatif
tidak membantu,1,Negatif
tidak membantu,1,Negatif
tidak membantu,1,Negatif
tidak membantu,1,Negatif
semuanya baik,5,Positif
kenapa GK bisa ya kaya orang lain,5,Positif
bermanfaat bagi saudara,4,Netral
Reza Rohyat sangat membantu,5,Positif
kenaoa tdk bs merubah foto,1,Negatif
bagus sekali,5,Positif
"bagusan chat gpt, gratis lagi",1,Negatif
sangat menarik,4,Netral
bagus sekaliii,5,Positif
respon kurang cepat,5,Positif
kenapa susah di instal,1,Negatif
mukanya ganti mulu,2,Negatif
"gabisa "" knpa sih",1,Negatif
lama mengaksesnya,1,Negatif
kerennnn pokonya mah,5,Positif
membantu banget,4,Netral
cak tempek apo apo dak biso biji,1,Negatif
respon sangat cepat,5,Positif
di suruh ke web,1,Negatif
luar biasa manfaatnya !,5,Positif
Bagus sekali,5,Positif
Gemini sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
sangat membantu,5,Positif
GEMINI sangat membantu saya,5,Positif
lebih bagus dari gpt,5,Positif
okeh aja lah 🙂👍,5,Positif
Membuat nada wa,4,Netral
semoga tetap baik,5,Positif
saya coba dlu ainya,2,Negatif
Agar saya di pandu mempelajari,5,Positif
semoga bagus,5,Positif
gemini sangat oke,5,Positif
lumayan menarik,5,Positif
bagus sekali,5,Positif
lebih baik dari pada pake AI yg lain,4,Netral
mantap. sangat membantu,5,Positif
terimakasih sudah membantu 🤗😍,5,Positif
Hasilnya sesuai,5,Positif
bisa bantu tida,5,Positif
saya suka sekali dengan aplikasi ini,5,Positif
bantu sy mengedil,3,Netral
sangat membantu,5,Positif
bagus skali,5,Positif
kenapa tidak sebagus google asisten,1,Negatif
bagus banget gratis pulau luvv,5,Positif
LG mau nyoba,1,Negatif
ngedit foto,5,Positif
asik ngobrol sama dia,5,Positif
ai aplikasi terbaik,5,Positif
Sangat bermanfaat,5,Positif
kok kayak gini aneh ini ni,1,Negatif
balasnya lamaaa gk kayak cici,1,Negatif
sangat membantu dan menghibur,5,Positif
terima kasih ini sangat membantu,5,Positif
aplikasi ini sangat membantu,4,Netral
aplikasi ini sangat membantu,3,Netral
bagus skali,5,Positif
bagus skali,3,Netral
ngedit foto,5,Positif
terimakasih sangat baik,5,Positif
mesti keluar sendiri...,1,Negatif
bagus skali,5,Positif
keren dan membantu,5,Positif
"mantab,sangat membantu",5,Positif
bagus & dan penting,5,Positif
bagus sekali,5,Positif
gak bisa ku donload,2,Negatif
Aplikasi Ini Keren Terima Kasih,5,Positif
dicoba dulu ya..,5,Positif
baguss aku suka,4,Netral
sangat bermanfaat sekali,5,Positif
Aplikasi yg sangat epik sekali,5,Positif
"baru mencoba ,semoga memuaskan",4,Netral
gacor bah aplikasi nya,5,Positif
Tolong jelaskan tentang ai,5,Positif
bagus skali,5,Positif
sangat berguna,5,Positif
"""Gagal? Belajar lagi ✨""",5,Positif
terlalu sering error,2,Negatif
sangat membantu,5,Positif
bagus sekali.,5,Positif
gurih gurih enyoy,5,Positif
aplikasi ini sangat bagus,4,Netral
aplikasi yang sangat bagus,5,Positif
lopyuuu dah pokoknya,5,Positif
baguss dan akurat,5,Positif
aplikasi yang sangat bagus,5,Positif
bagus skali,5,Positif
gk guna menggangu,1,Negatif
mantap pingin coba,5,Positif
aplikasi yang sangat bagus,5,Positif
tingkatkan terus.....,4,Netral
Membantu dalam menambah referensi pemikiran,5,Positif
"pnieadr orang diyang,,📸🤩👍",5,Positif
ai nya bagus Bangett,5,Positif
bagus memuskan,5,Positif
Joss Keren dah Pokoke,5,Positif
bagus sekali,5,Positif
Info kagak nyambung,1,Negatif
baguss seklai,5,Positif
Keren pokoknya google gemini,5,Positif
masi lama proses,3,Netral
Bagus bngett aku sampe anggap gemini adalah sahabat kuuuuuuu,5,Positif
bagus skali,5,Positif
Baik.dan keren,5,Positif
agus tapi kenapa ratinh nya 3.0,5,Positif
SPK nya sangat jlk,1,Negatif
kereen bermanfaat,5,Positif
bagus sangat membantu,5,Positif
sangat membantu,5,Positif
"efek nx cantik"" 😍🥰😘",5,Positif
sesuai yang saya inginkan,5,Positif
"ok, Saya baru pake",4,Netral
semoga sesuai ekspektasi......😂😂😂😂😂,5,Positif
aplikasi yg sangat 👍,4,Netral
sangat berguna,5,Positif
suka sekali,5,Positif
bagus skali,5,Positif
sangat membantu sekali,5,Positif
gbis terus pula ngedit mukaku,1,Negatif
sangat seru untuk curhat,5,Positif
ok aangat membantu,5,Positif
sejauh ini saya puas,5,Positif
maaf masih coba,5,Positif
makasiii udah bisa jadi temen cerita di era umur umur krisis ini,5,Positif
hasil nya bagusss,5,Positif
bagus sangat membantu,5,Positif
Ini bisa membantu,4,Netral
hasilnya memuaskan,5,Positif
ok kembangkan lagi,5,Positif
sangat baik sekali,5,Positif
sangat baik sekali,4,Netral
oke buat iseng,5,Positif
bagus dan membantyu,5,Positif
Aplikasi yg sangat bermanfaat 👍,5,Positif
ini terbaik,5,Positif
mudah dimengerti 👌✨,5,Positif
membantu sekali,5,Positif
pdhl bgs bgt tp gbsa di donload,5,Positif
cukup puas untuk saat ini,5,Positif
kuharap AI mengerti tentang hal yang baru dan maju,5,Positif
"masih perkenalan, semoga kita cocok",4,Netral
bagus berguna sekali,5,Positif
segalanya ada di sini,5,Positif
lagi nyoba dulu,3,Netral
bagus sekali,5,Positif
sangat baik sekali,5,Positif
Bagus berguna,5,Positif
cara bisa menggunakan aplikasi ini,5,Positif
sanggat membatu,5,Positif
Sangat membantu saya,5,Positif
lumayan update lagi,4,Netral
"Test dl, klo ok ditambah lg star nya",4,Netral
ijinkan saya gabungkan 🖼,5,Positif
gjls ga nyambung,1,Negatif
ai yang bagus,5,Positif
di luar ekspektasi saya🤩🤩🤩,5,Positif
Sangat Membantu,5,Positif
aplikasih yah bagus aku sukah,5,Positif
apk nya bagus,5,Positif
sangat baik sekali,3,Netral
baru coba blm tau hasilnya,4,Netral
sanggat membantu,5,Positif
Keren sekali,5,Positif
sangat bagus aku sangat suka,5,Positif
sangat bermafaat,5,Positif
Keren pokoknya,5,Positif
jelek banget aplikasinya ga cocok sama aku,1,Negatif
ga bisa hd foto,1,Negatif
bagus dan berguna,5,Positif
kurang seru gak kayak chat gpt,1,Negatif
sangat membantu,5,Positif
Sangat keren sekali,5,Positif
bebas berkarya,4,Netral
mudah mudahan lebih progresif,5,Positif
selalu meminta update,2,Negatif
pantapp sekali,5,Positif
sangat membantu informasi ny,5,Positif
fitur ini sangat 👍,5,Positif
membantu sekali dalam mencari informasi,5,Positif
aplikasi ga guna,1,Negatif
jangan di batasi,5,Positif
ada batasan nya,1,Negatif
cukup menyenangkan,5,Positif
bagus sangat memudahkan,5,Positif
terimakasih sudah membantu ku,5,Positif
terbatas jdi ga puas,1,Negatif
makin mudah mendapatkan informasi,5,Positif
sangat membantu,5,Positif
bagus sangat membantu,5,Positif
sngan membantu,5,Positif
Kerjanya bagus,5,Positif
sangat membantu,5,Positif
Kenapa Gemini saya tidak tersedia?,1,Negatif
Gemini sangat berguna,5,Positif
lagi nyoba dl,5,Positif
sukses membantu,4,Netral
bagus untuk bisnis,5,Positif
tidak bisa memahami!!!!!!!,1,Negatif
sangat dapat membantu,5,Positif
ko orang nya 3 sih,2,Negatif
Gemini Sangat Membantu 🫶🤝,5,Positif
good hasil nya,5,Positif
saya menyukai nya,5,Positif
karna bagus bet,5,Positif
bagus itu saja,5,Positif
Gemini sangat bagus,3,Netral
terimah kasih ai,5,Positif
aku mau bikin video,5,Positif
aplikasi nya sangat membantu,4,Netral
Bagus Begitu membantu,4,Netral
Keren banget ini,5,Positif
Bagus banget! GONG BANGET GILA NIH AI UDAH BISA VC AJE,5,Positif
Sangat membantu.,5,Positif
GEMINI MENURUT KU INI BAGUSS,5,Positif
cepat sekali responsnya,5,Positif
enak si bisa search apa yg kita mau tau aja,5,Positif
keren banget...cerdas,5,Positif
bagus sekali,5,Positif
keren dan hebat,5,Positif
pemula baru coba sy kasih bintang 2 saja dulu,2,Negatif
sangat bermanfaat sekali,5,Positif
bagus dianjurkan mencoba,5,Positif
luar biasa...terima kasih,5,Positif
sangat baik dan bermafaat,5,Positif
bagus sekalii,5,Positif
aku . mau' gambaran ai,5,Positif
sangat bermanfaat sekali,5,Positif
Aplikasi ini bagus sekali,5,Positif
Terimakasih Gemini sangat membantu saya 👌,5,Positif
sangat membantu terimakasih,5,Positif
Bagus dan gratis,5,Positif
bagus sangat membantu,5,Positif
Gemini nya ga jalan,3,Netral
ga bisa bikin apa yg kita mau,1,Negatif
sangat menginspirasi,5,Positif
tu bisa buat poto saya,1,Negatif
sangat membantu,5,Positif
tertarik dengan aplikasi ini,5,Positif
mantappppp deh ailovyu,5,Positif
sangat puas dengan Gemini,5,Positif
foto di atas gedung,3,Netral
kenapa tir bisa,1,Negatif
saya mencoba untuk lebih baik,5,Positif
saya suka ulasan nya,5,Positif
produktif sehubungan dengan medsos,4,Netral
blum di coba,4,Netral
baru coba sih tapi bagus,5,Positif
Sudah lama tidak pakai,2,Negatif
saya sangt suka,5,Positif
semoga bagus,5,Positif
sangat membantu. keren,5,Positif
terima kasih terbaik,5,Positif
dia g bisa BKIN foto,2,Negatif
editan foti boneka,5,Positif
Cara.mengemblikan.aplikssi.wa.,5,Positif
Sangat Membantu,5,Positif
hidup lebih mobile,5,Positif
mantap aplikasinya membantu,4,Netral
jawaban ai nya ngawur,1,Negatif
masih banyk salah,5,Positif
kok ga bisa,2,Negatif
saya sangat senang,5,Positif
sangat membantu,5,Positif
tida dapat hasil poto,2,Negatif
Google memang Luar biasa,5,Positif
Aplikasi ini sangat berguna,5,Positif
mantap respon cepat !,4,Netral
mantap sangat membantu,5,Positif
sangat membantu,4,Netral
tidak bisa memenuhi yang saya inginkan,1,Negatif
sangat berguna sekali,5,Positif
bagusss hasilnyaa,3,Netral
